"","NAME","REGION","DISTRICT","review.point","score"
"1","Aberfeldy","HIGH","MIDLAND","wyne",0
"2","Aberlour","HIGH","SPEY","wyne",0
"3","Ardberg","ISLAY","SOUTH","wyne",0
"4","Ardmore","HIGH","SPEY","wyne",0
"5","Auchentoshan","LOW","WEST","wyne",0
"6","Aultmore","HIGH","SPEY","wyne",0
"7","Balblair","HIGH","NORTH","wyne",1
"8","Balmenach","HIGH","SPEY","wyne",0
"9","Balvenie","HIGH","SPEY","wyne",0
"10","Banff","HIGH","SPEY","wyne",0
"11","Ben Nevis","HIGH","WEST","wyne",0
"12","Benriach","HIGH","SPEY","wyne",0
"13","Benrinnes","HIGH","SPEY","wyne",0
"14","Benromach","HIGH","SPEY","wyne",0
"15","Bladnoch","LOW","BORDERS","wyne",0
"16","Blair Athol","HIGH","MIDLAND","wyne",0
"17","Bowmore","ISLAY","LOCH","wyne",0
"18","Brackla","HIGH","SPEY","wyne",0
"19","Bruichladdich","ISLAY","LOCH","wyne",0
"20","Bunnahabhain","ISLAY","NORTH","wyne",0
"21","Caol Ila","ISLAY","NORTH","wyne",1
"22","Caperdonich","HIGH","SPEY","wyne",0
"23","Cardhu","HIGH","SPEY","wyne",0
"24","Clynelish","HIGH","NORTH","wyne",0
"25","Coleburn","HIGH","SPEY","wyne",0
"26","Convalmore","HIGH","SPEY","wyne",0
"27","Cragganmore","HIGH","SPEY","wyne",0
"28","Craigellachie","HIGH","SPEY","wyne",0
"29","Dailuaine","HIGH","SPEY","wyne",0
"30","Dallas Dhu","HIGH","SPEY","wyne",0
"31","Dalmore","HIGH","NORTH","wyne",0
"32","Dalwhinnie","HIGH","SPEY","wyne",0
"33","Deanston","HIGH","MIDLAND","wyne",0
"34","Dufftown","HIGH","SPEY","wyne",0
"35","Edradour","HIGH","MIDLAND","wyne",0
"36","Fettercairn","HIGH","EAST","wyne",0
"37","Glen  Albyn","HIGH","SPEY","wyne",0
"38","Glenallachie","HIGH","SPEY","wyne",0
"39","Glenburgie","HIGH","SPEY","wyne",0
"40","Glencadam","HIGH","EAST","wyne",0
"41","Glen Deveron","HIGH","SPEY","wyne",0
"42","Glendronach","HIGH","SPEY","wyne",0
"43","Glendullan","HIGH","SPEY","wyne",0
"44","Glen Elgin","HIGH","SPEY","wyne",0
"45","Glenesk","HIGH","EAST","wyne",0
"46","Glenfarclas","HIGH","SPEY","wyne",0
"47","Glenfiddich","HIGH","SPEY","wyne",1
"48","Glen Garioch","HIGH","EAST","wyne",0
"49","Glenglassaugh","HIGH","SPEY","wyne",0
"50","Glengoyne","HIGH","WEST","wyne",0
"51","Glen Grant","HIGH","SPEY","wyne",0
"52","Glen Keith","HIGH","SPEY","wyne",0
"53","Glenkinchie","LOW","EAST","wyne",0
"54","Glenlivet","HIGH","SPEY","wyne",0
"55","Glenlochy","HIGH","WEST","wyne",0
"56","Glenlossie","HIGH","SPEY","wyne",0
"57","Glen Mhor","HIGH","SPEY","wyne",0
"58","Glenmorangie","HIGH","NORTH","wyne",0
"59","Glen Moray","HIGH","SPEY","wyne",0
"60","Glen Ordie","HIGH","NORTH","wyne",0
"61","Glenrothes","HIGH","SPEY","wyne",0
"62","Glen Scotia","LOW","CAMPBEL","wyne",0
"63","Glen Spey","HIGH","SPEY","wyne",0
"64","Glentauchers","HIGH","SPEY","wyne",1
"65","Glenturret","HIGH","MIDLAND","wyne",1
"66","Glenugie","HIGH","EAST","wyne",0
"67","Glenury Royal","HIGH","EAST","wyne",0
"68","Highland Park","HIGH","ORKNEY","wyne",0
"69","Imperial","HIGH","SPEY","wyne",0
"70","Inchgower","HIGH","SPEY","wyne",0
"71","Inchmurrin","HIGH","WEST","wyne",0
"72","Inverleven","LOW","WEST","wyne",0
"73","Jura","HIGH","JURA","wyne",0
"74","Kinclaith","LOW","WEST","wyne",0
"75","Knockando","HIGH","SPEY","wyne",0
"76","Knockdhu","HIGH","SPEY","wyne",0
"77","Ladyburn","LOW","WEST","wyne",1
"78","Lagavulin","ISLAY","SOUTH","wyne",0
"79","Laphroaig","ISLAY","SOUTH","wyne",0
"80","Linkwood","HIGH","SPEY","wyne",0
"81","Littlemill","LOW","NORTHWEST","wyne",1
"82","Lochnagar","HIGH","EAST","wyne",0
"83","Lochside","HIGH","EAST","wyne",0
"84","Longmorn","HIGH","SPEY","wyne",0
"85","Macallan","HIGH","SPEY","wyne",0
"86","Millburn","HIGH","SPEY","wyne",0
"87","Miltonduff","HIGH","SPEY","wyne",0
"88","Mortlach","HIGH","SPEY","wyne",0
"89","North Port","HIGH","EAST","wyne",0
"90","Oban","HIGH","WEST","wyne",0
"91","Port Ellen","ISLAY","SOUTH","wyne",0
"92","Pulteney","HIGH","NORTH","wyne",0
"93","Rosebank","LOW","CENTRAL","wyne",0
"94","Saint Magdalene","LOW","CENTRAL","wyne",0
"95","Scapa","HIGH","ORKNEY","wyne",0
"96","Singleton","HIGH","SPEY","wyne",0
"97","Speyburn","HIGH","SPEY","wyne",0
"98","Springbank","LOW","CAMPBEL","wyne",0
"99","Springbank-Longrow","LOW","CAMPBEL","wyne",0
"100","Strathisla","HIGH","SPEY","wyne",0
"101","Talisker","HIGH","SKYE","wyne",0
"102","Tamdhu","HIGH","SPEY","wyne",0
"103","Tamnavulin","HIGH","SPEY","wyne",1
"104","Teaninich","HIGH","NORTH","wyne",0
"105","Tobermory","HIGH","MULL","wyne",0
"106","Tomatin","HIGH","SPEY","wyne",0
"107","Tomintoul","HIGH","SPEY","wyne",0
"108","Tormore","HIGH","SPEY","wyne",0
"109","Tullibardine","HIGH","MIDLAND","wyne",0
"110","","","","wyne",NA
"111","","","","wyne",8
"112","Aberfeldy","HIGH","MIDLAND","yellow",1
"113","Aberlour","HIGH","SPEY","yellow",0
"114","Ardberg","ISLAY","SOUTH","yellow",0
"115","Ardmore","HIGH","SPEY","yellow",0
"116","Auchentoshan","LOW","WEST","yellow",0
"117","Aultmore","HIGH","SPEY","yellow",0
"118","Balblair","HIGH","NORTH","yellow",0
"119","Balmenach","HIGH","SPEY","yellow",0
"120","Balvenie","HIGH","SPEY","yellow",0
"121","Banff","HIGH","SPEY","yellow",0
"122","Ben Nevis","HIGH","WEST","yellow",0
"123","Benriach","HIGH","SPEY","yellow",0
"124","Benrinnes","HIGH","SPEY","yellow",0
"125","Benromach","HIGH","SPEY","yellow",0
"126","Bladnoch","LOW","BORDERS","yellow",1
"127","Blair Athol","HIGH","MIDLAND","yellow",0
"128","Bowmore","ISLAY","LOCH","yellow",0
"129","Brackla","HIGH","SPEY","yellow",0
"130","Bruichladdich","ISLAY","LOCH","yellow",0
"131","Bunnahabhain","ISLAY","NORTH","yellow",0
"132","Caol Ila","ISLAY","NORTH","yellow",0
"133","Caperdonich","HIGH","SPEY","yellow",0
"134","Cardhu","HIGH","SPEY","yellow",0
"135","Clynelish","HIGH","NORTH","yellow",0
"136","Coleburn","HIGH","SPEY","yellow",0
"137","Convalmore","HIGH","SPEY","yellow",0
"138","Cragganmore","HIGH","SPEY","yellow",0
"139","Craigellachie","HIGH","SPEY","yellow",0
"140","Dailuaine","HIGH","SPEY","yellow",0
"141","Dallas Dhu","HIGH","SPEY","yellow",0
"142","Dalmore","HIGH","NORTH","yellow",0
"143","Dalwhinnie","HIGH","SPEY","yellow",0
"144","Deanston","HIGH","MIDLAND","yellow",0
"145","Dufftown","HIGH","SPEY","yellow",0
"146","Edradour","HIGH","MIDLAND","yellow",0
"147","Fettercairn","HIGH","EAST","yellow",0
"148","Glen  Albyn","HIGH","SPEY","yellow",0
"149","Glenallachie","HIGH","SPEY","yellow",0
"150","Glenburgie","HIGH","SPEY","yellow",0
"151","Glencadam","HIGH","EAST","yellow",0
"152","Glen Deveron","HIGH","SPEY","yellow",0
"153","Glendronach","HIGH","SPEY","yellow",0
"154","Glendullan","HIGH","SPEY","yellow",0
"155","Glen Elgin","HIGH","SPEY","yellow",0
"156","Glenesk","HIGH","EAST","yellow",0
"157","Glenfarclas","HIGH","SPEY","yellow",0
"158","Glenfiddich","HIGH","SPEY","yellow",0
"159","Glen Garioch","HIGH","EAST","yellow",0
"160","Glenglassaugh","HIGH","SPEY","yellow",0
"161","Glengoyne","HIGH","WEST","yellow",0
"162","Glen Grant","HIGH","SPEY","yellow",0
"163","Glen Keith","HIGH","SPEY","yellow",0
"164","Glenkinchie","LOW","EAST","yellow",0
"165","Glenlivet","HIGH","SPEY","yellow",0
"166","Glenlochy","HIGH","WEST","yellow",0
"167","Glenlossie","HIGH","SPEY","yellow",0
"168","Glen Mhor","HIGH","SPEY","yellow",0
"169","Glenmorangie","HIGH","NORTH","yellow",0
"170","Glen Moray","HIGH","SPEY","yellow",0
"171","Glen Ordie","HIGH","NORTH","yellow",0
"172","Glenrothes","HIGH","SPEY","yellow",0
"173","Glen Scotia","LOW","CAMPBEL","yellow",0
"174","Glen Spey","HIGH","SPEY","yellow",0
"175","Glentauchers","HIGH","SPEY","yellow",0
"176","Glenturret","HIGH","MIDLAND","yellow",0
"177","Glenugie","HIGH","EAST","yellow",0
"178","Glenury Royal","HIGH","EAST","yellow",0
"179","Highland Park","HIGH","ORKNEY","yellow",0
"180","Imperial","HIGH","SPEY","yellow",0
"181","Inchgower","HIGH","SPEY","yellow",0
"182","Inchmurrin","HIGH","WEST","yellow",0
"183","Inverleven","LOW","WEST","yellow",0
"184","Jura","HIGH","JURA","yellow",0
"185","Kinclaith","LOW","WEST","yellow",0
"186","Knockando","HIGH","SPEY","yellow",0
"187","Knockdhu","HIGH","SPEY","yellow",0
"188","Ladyburn","LOW","WEST","yellow",0
"189","Lagavulin","ISLAY","SOUTH","yellow",0
"190","Laphroaig","ISLAY","SOUTH","yellow",0
"191","Linkwood","HIGH","SPEY","yellow",0
"192","Littlemill","LOW","NORTHWEST","yellow",0
"193","Lochnagar","HIGH","EAST","yellow",0
"194","Lochside","HIGH","EAST","yellow",0
"195","Longmorn","HIGH","SPEY","yellow",0
"196","Macallan","HIGH","SPEY","yellow",0
"197","Millburn","HIGH","SPEY","yellow",0
"198","Miltonduff","HIGH","SPEY","yellow",0
"199","Mortlach","HIGH","SPEY","yellow",0
"200","North Port","HIGH","EAST","yellow",0
"201","Oban","HIGH","WEST","yellow",0
"202","Port Ellen","ISLAY","SOUTH","yellow",0
"203","Pulteney","HIGH","NORTH","yellow",0
"204","Rosebank","LOW","CENTRAL","yellow",0
"205","Saint Magdalene","LOW","CENTRAL","yellow",0
"206","Scapa","HIGH","ORKNEY","yellow",0
"207","Singleton","HIGH","SPEY","yellow",0
"208","Speyburn","HIGH","SPEY","yellow",0
"209","Springbank","LOW","CAMPBEL","yellow",0
"210","Springbank-Longrow","LOW","CAMPBEL","yellow",0
"211","Strathisla","HIGH","SPEY","yellow",0
"212","Talisker","HIGH","SKYE","yellow",0
"213","Tamdhu","HIGH","SPEY","yellow",0
"214","Tamnavulin","HIGH","SPEY","yellow",0
"215","Teaninich","HIGH","NORTH","yellow",0
"216","Tobermory","HIGH","MULL","yellow",0
"217","Tomatin","HIGH","SPEY","yellow",0
"218","Tomintoul","HIGH","SPEY","yellow",0
"219","Tormore","HIGH","SPEY","yellow",0
"220","Tullibardine","HIGH","MIDLAND","yellow",0
"221","","","","yellow",NA
"222","","","","yellow",2
"223","Aberfeldy","HIGH","MIDLAND","v.pale",0
"224","Aberlour","HIGH","SPEY","v.pale",0
"225","Ardberg","ISLAY","SOUTH","v.pale",0
"226","Ardmore","HIGH","SPEY","v.pale",0
"227","Auchentoshan","LOW","WEST","v.pale",0
"228","Aultmore","HIGH","SPEY","v.pale",1
"229","Balblair","HIGH","NORTH","v.pale",0
"230","Balmenach","HIGH","SPEY","v.pale",0
"231","Balvenie","HIGH","SPEY","v.pale",0
"232","Banff","HIGH","SPEY","v.pale",0
"233","Ben Nevis","HIGH","WEST","v.pale",0
"234","Benriach","HIGH","SPEY","v.pale",0
"235","Benrinnes","HIGH","SPEY","v.pale",0
"236","Benromach","HIGH","SPEY","v.pale",0
"237","Bladnoch","LOW","BORDERS","v.pale",0
"238","Blair Athol","HIGH","MIDLAND","v.pale",0
"239","Bowmore","ISLAY","LOCH","v.pale",0
"240","Brackla","HIGH","SPEY","v.pale",0
"241","Bruichladdich","ISLAY","LOCH","v.pale",0
"242","Bunnahabhain","ISLAY","NORTH","v.pale",0
"243","Caol Ila","ISLAY","NORTH","v.pale",0
"244","Caperdonich","HIGH","SPEY","v.pale",0
"245","Cardhu","HIGH","SPEY","v.pale",0
"246","Clynelish","HIGH","NORTH","v.pale",0
"247","Coleburn","HIGH","SPEY","v.pale",0
"248","Convalmore","HIGH","SPEY","v.pale",0
"249","Cragganmore","HIGH","SPEY","v.pale",0
"250","Craigellachie","HIGH","SPEY","v.pale",0
"251","Dailuaine","HIGH","SPEY","v.pale",0
"252","Dallas Dhu","HIGH","SPEY","v.pale",0
"253","Dalmore","HIGH","NORTH","v.pale",0
"254","Dalwhinnie","HIGH","SPEY","v.pale",0
"255","Deanston","HIGH","MIDLAND","v.pale",0
"256","Dufftown","HIGH","SPEY","v.pale",0
"257","Edradour","HIGH","MIDLAND","v.pale",0
"258","Fettercairn","HIGH","EAST","v.pale",0
"259","Glen  Albyn","HIGH","SPEY","v.pale",0
"260","Glenallachie","HIGH","SPEY","v.pale",1
"261","Glenburgie","HIGH","SPEY","v.pale",0
"262","Glencadam","HIGH","EAST","v.pale",0
"263","Glen Deveron","HIGH","SPEY","v.pale",0
"264","Glendronach","HIGH","SPEY","v.pale",0
"265","Glendullan","HIGH","SPEY","v.pale",0
"266","Glen Elgin","HIGH","SPEY","v.pale",0
"267","Glenesk","HIGH","EAST","v.pale",0
"268","Glenfarclas","HIGH","SPEY","v.pale",0
"269","Glenfiddich","HIGH","SPEY","v.pale",0
"270","Glen Garioch","HIGH","EAST","v.pale",0
"271","Glenglassaugh","HIGH","SPEY","v.pale",0
"272","Glengoyne","HIGH","WEST","v.pale",0
"273","Glen Grant","HIGH","SPEY","v.pale",0
"274","Glen Keith","HIGH","SPEY","v.pale",0
"275","Glenkinchie","LOW","EAST","v.pale",0
"276","Glenlivet","HIGH","SPEY","v.pale",0
"277","Glenlochy","HIGH","WEST","v.pale",0
"278","Glenlossie","HIGH","SPEY","v.pale",0
"279","Glen Mhor","HIGH","SPEY","v.pale",0
"280","Glenmorangie","HIGH","NORTH","v.pale",0
"281","Glen Moray","HIGH","SPEY","v.pale",0
"282","Glen Ordie","HIGH","NORTH","v.pale",0
"283","Glenrothes","HIGH","SPEY","v.pale",0
"284","Glen Scotia","LOW","CAMPBEL","v.pale",0
"285","Glen Spey","HIGH","SPEY","v.pale",0
"286","Glentauchers","HIGH","SPEY","v.pale",0
"287","Glenturret","HIGH","MIDLAND","v.pale",0
"288","Glenugie","HIGH","EAST","v.pale",0
"289","Glenury Royal","HIGH","EAST","v.pale",0
"290","Highland Park","HIGH","ORKNEY","v.pale",0
"291","Imperial","HIGH","SPEY","v.pale",0
"292","Inchgower","HIGH","SPEY","v.pale",0
"293","Inchmurrin","HIGH","WEST","v.pale",0
"294","Inverleven","LOW","WEST","v.pale",0
"295","Jura","HIGH","JURA","v.pale",0
"296","Kinclaith","LOW","WEST","v.pale",0
"297","Knockando","HIGH","SPEY","v.pale",0
"298","Knockdhu","HIGH","SPEY","v.pale",0
"299","Ladyburn","LOW","WEST","v.pale",0
"300","Lagavulin","ISLAY","SOUTH","v.pale",0
"301","Laphroaig","ISLAY","SOUTH","v.pale",0
"302","Linkwood","HIGH","SPEY","v.pale",0
"303","Littlemill","LOW","NORTHWEST","v.pale",0
"304","Lochnagar","HIGH","EAST","v.pale",0
"305","Lochside","HIGH","EAST","v.pale",0
"306","Longmorn","HIGH","SPEY","v.pale",0
"307","Macallan","HIGH","SPEY","v.pale",0
"308","Millburn","HIGH","SPEY","v.pale",0
"309","Miltonduff","HIGH","SPEY","v.pale",0
"310","Mortlach","HIGH","SPEY","v.pale",0
"311","North Port","HIGH","EAST","v.pale",0
"312","Oban","HIGH","WEST","v.pale",0
"313","Port Ellen","ISLAY","SOUTH","v.pale",0
"314","Pulteney","HIGH","NORTH","v.pale",0
"315","Rosebank","LOW","CENTRAL","v.pale",0
"316","Saint Magdalene","LOW","CENTRAL","v.pale",0
"317","Scapa","HIGH","ORKNEY","v.pale",0
"318","Singleton","HIGH","SPEY","v.pale",0
"319","Speyburn","HIGH","SPEY","v.pale",0
"320","Springbank","LOW","CAMPBEL","v.pale",0
"321","Springbank-Longrow","LOW","CAMPBEL","v.pale",0
"322","Strathisla","HIGH","SPEY","v.pale",0
"323","Talisker","HIGH","SKYE","v.pale",0
"324","Tamdhu","HIGH","SPEY","v.pale",0
"325","Tamnavulin","HIGH","SPEY","v.pale",0
"326","Teaninich","HIGH","NORTH","v.pale",0
"327","Tobermory","HIGH","MULL","v.pale",0
"328","Tomatin","HIGH","SPEY","v.pale",0
"329","Tomintoul","HIGH","SPEY","v.pale",0
"330","Tormore","HIGH","SPEY","v.pale",0
"331","Tullibardine","HIGH","MIDLAND","v.pale",0
"332","","","","v.pale",NA
"333","","","","v.pale",2
"334","Aberfeldy","HIGH","MIDLAND","pale",0
"335","Aberlour","HIGH","SPEY","pale",0
"336","Ardberg","ISLAY","SOUTH","pale",0
"337","Ardmore","HIGH","SPEY","pale",0
"338","Auchentoshan","LOW","WEST","pale",0
"339","Aultmore","HIGH","SPEY","pale",0
"340","Balblair","HIGH","NORTH","pale",0
"341","Balmenach","HIGH","SPEY","pale",0
"342","Balvenie","HIGH","SPEY","pale",0
"343","Banff","HIGH","SPEY","pale",0
"344","Ben Nevis","HIGH","WEST","pale",0
"345","Benriach","HIGH","SPEY","pale",0
"346","Benrinnes","HIGH","SPEY","pale",0
"347","Benromach","HIGH","SPEY","pale",0
"348","Bladnoch","LOW","BORDERS","pale",0
"349","Blair Athol","HIGH","MIDLAND","pale",0
"350","Bowmore","ISLAY","LOCH","pale",0
"351","Brackla","HIGH","SPEY","pale",0
"352","Bruichladdich","ISLAY","LOCH","pale",1
"353","Bunnahabhain","ISLAY","NORTH","pale",0
"354","Caol Ila","ISLAY","NORTH","pale",0
"355","Caperdonich","HIGH","SPEY","pale",0
"356","Cardhu","HIGH","SPEY","pale",1
"357","Clynelish","HIGH","NORTH","pale",0
"358","Coleburn","HIGH","SPEY","pale",0
"359","Convalmore","HIGH","SPEY","pale",0
"360","Cragganmore","HIGH","SPEY","pale",0
"361","Craigellachie","HIGH","SPEY","pale",0
"362","Dailuaine","HIGH","SPEY","pale",0
"363","Dallas Dhu","HIGH","SPEY","pale",0
"364","Dalmore","HIGH","NORTH","pale",0
"365","Dalwhinnie","HIGH","SPEY","pale",0
"366","Deanston","HIGH","MIDLAND","pale",1
"367","Dufftown","HIGH","SPEY","pale",0
"368","Edradour","HIGH","MIDLAND","pale",0
"369","Fettercairn","HIGH","EAST","pale",1
"370","Glen  Albyn","HIGH","SPEY","pale",0
"371","Glenallachie","HIGH","SPEY","pale",0
"372","Glenburgie","HIGH","SPEY","pale",0
"373","Glencadam","HIGH","EAST","pale",0
"374","Glen Deveron","HIGH","SPEY","pale",0
"375","Glendronach","HIGH","SPEY","pale",0
"376","Glendullan","HIGH","SPEY","pale",0
"377","Glen Elgin","HIGH","SPEY","pale",0
"378","Glenesk","HIGH","EAST","pale",0
"379","Glenfarclas","HIGH","SPEY","pale",0
"380","Glenfiddich","HIGH","SPEY","pale",0
"381","Glen Garioch","HIGH","EAST","pale",0
"382","Glenglassaugh","HIGH","SPEY","pale",0
"383","Glengoyne","HIGH","WEST","pale",0
"384","Glen Grant","HIGH","SPEY","pale",0
"385","Glen Keith","HIGH","SPEY","pale",0
"386","Glenkinchie","LOW","EAST","pale",0
"387","Glenlivet","HIGH","SPEY","pale",0
"388","Glenlochy","HIGH","WEST","pale",0
"389","Glenlossie","HIGH","SPEY","pale",0
"390","Glen Mhor","HIGH","SPEY","pale",0
"391","Glenmorangie","HIGH","NORTH","pale",0
"392","Glen Moray","HIGH","SPEY","pale",0
"393","Glen Ordie","HIGH","NORTH","pale",0
"394","Glenrothes","HIGH","SPEY","pale",0
"395","Glen Scotia","LOW","CAMPBEL","pale",0
"396","Glen Spey","HIGH","SPEY","pale",0
"397","Glentauchers","HIGH","SPEY","pale",0
"398","Glenturret","HIGH","MIDLAND","pale",0
"399","Glenugie","HIGH","EAST","pale",0
"400","Glenury Royal","HIGH","EAST","pale",0
"401","Highland Park","HIGH","ORKNEY","pale",0
"402","Imperial","HIGH","SPEY","pale",0
"403","Inchgower","HIGH","SPEY","pale",0
"404","Inchmurrin","HIGH","WEST","pale",0
"405","Inverleven","LOW","WEST","pale",0
"406","Jura","HIGH","JURA","pale",0
"407","Kinclaith","LOW","WEST","pale",0
"408","Knockando","HIGH","SPEY","pale",0
"409","Knockdhu","HIGH","SPEY","pale",0
"410","Ladyburn","LOW","WEST","pale",0
"411","Lagavulin","ISLAY","SOUTH","pale",0
"412","Laphroaig","ISLAY","SOUTH","pale",0
"413","Linkwood","HIGH","SPEY","pale",0
"414","Littlemill","LOW","NORTHWEST","pale",0
"415","Lochnagar","HIGH","EAST","pale",0
"416","Lochside","HIGH","EAST","pale",0
"417","Longmorn","HIGH","SPEY","pale",0
"418","Macallan","HIGH","SPEY","pale",0
"419","Millburn","HIGH","SPEY","pale",0
"420","Miltonduff","HIGH","SPEY","pale",0
"421","Mortlach","HIGH","SPEY","pale",0
"422","North Port","HIGH","EAST","pale",0
"423","Oban","HIGH","WEST","pale",0
"424","Port Ellen","ISLAY","SOUTH","pale",0
"425","Pulteney","HIGH","NORTH","pale",0
"426","Rosebank","LOW","CENTRAL","pale",0
"427","Saint Magdalene","LOW","CENTRAL","pale",0
"428","Scapa","HIGH","ORKNEY","pale",0
"429","Singleton","HIGH","SPEY","pale",0
"430","Speyburn","HIGH","SPEY","pale",0
"431","Springbank","LOW","CAMPBEL","pale",0
"432","Springbank-Longrow","LOW","CAMPBEL","pale",0
"433","Strathisla","HIGH","SPEY","pale",0
"434","Talisker","HIGH","SKYE","pale",0
"435","Tamdhu","HIGH","SPEY","pale",0
"436","Tamnavulin","HIGH","SPEY","pale",0
"437","Teaninich","HIGH","NORTH","pale",0
"438","Tobermory","HIGH","MULL","pale",0
"439","Tomatin","HIGH","SPEY","pale",0
"440","Tomintoul","HIGH","SPEY","pale",0
"441","Tormore","HIGH","SPEY","pale",0
"442","Tullibardine","HIGH","MIDLAND","pale",0
"443","","","","pale",NA
"444","","","","pale",4
"445","Aberfeldy","HIGH","MIDLAND","p.gold",0
"446","Aberlour","HIGH","SPEY","p.gold",0
"447","Ardberg","ISLAY","SOUTH","p.gold",0
"448","Ardmore","HIGH","SPEY","p.gold",1
"449","Auchentoshan","LOW","WEST","p.gold",1
"450","Aultmore","HIGH","SPEY","p.gold",0
"451","Balblair","HIGH","NORTH","p.gold",0
"452","Balmenach","HIGH","SPEY","p.gold",1
"453","Balvenie","HIGH","SPEY","p.gold",0
"454","Banff","HIGH","SPEY","p.gold",0
"455","Ben Nevis","HIGH","WEST","p.gold",0
"456","Benriach","HIGH","SPEY","p.gold",0
"457","Benrinnes","HIGH","SPEY","p.gold",0
"458","Benromach","HIGH","SPEY","p.gold",0
"459","Bladnoch","LOW","BORDERS","p.gold",0
"460","Blair Athol","HIGH","MIDLAND","p.gold",1
"461","Bowmore","ISLAY","LOCH","p.gold",0
"462","Brackla","HIGH","SPEY","p.gold",0
"463","Bruichladdich","ISLAY","LOCH","p.gold",0
"464","Bunnahabhain","ISLAY","NORTH","p.gold",0
"465","Caol Ila","ISLAY","NORTH","p.gold",0
"466","Caperdonich","HIGH","SPEY","p.gold",0
"467","Cardhu","HIGH","SPEY","p.gold",0
"468","Clynelish","HIGH","NORTH","p.gold",0
"469","Coleburn","HIGH","SPEY","p.gold",1
"470","Convalmore","HIGH","SPEY","p.gold",0
"471","Cragganmore","HIGH","SPEY","p.gold",0
"472","Craigellachie","HIGH","SPEY","p.gold",0
"473","Dailuaine","HIGH","SPEY","p.gold",0
"474","Dallas Dhu","HIGH","SPEY","p.gold",0
"475","Dalmore","HIGH","NORTH","p.gold",0
"476","Dalwhinnie","HIGH","SPEY","p.gold",0
"477","Deanston","HIGH","MIDLAND","p.gold",0
"478","Dufftown","HIGH","SPEY","p.gold",0
"479","Edradour","HIGH","MIDLAND","p.gold",0
"480","Fettercairn","HIGH","EAST","p.gold",0
"481","Glen  Albyn","HIGH","SPEY","p.gold",0
"482","Glenallachie","HIGH","SPEY","p.gold",0
"483","Glenburgie","HIGH","SPEY","p.gold",0
"484","Glencadam","HIGH","EAST","p.gold",0
"485","Glen Deveron","HIGH","SPEY","p.gold",0
"486","Glendronach","HIGH","SPEY","p.gold",0
"487","Glendullan","HIGH","SPEY","p.gold",0
"488","Glen Elgin","HIGH","SPEY","p.gold",0
"489","Glenesk","HIGH","EAST","p.gold",0
"490","Glenfarclas","HIGH","SPEY","p.gold",0
"491","Glenfiddich","HIGH","SPEY","p.gold",0
"492","Glen Garioch","HIGH","EAST","p.gold",0
"493","Glenglassaugh","HIGH","SPEY","p.gold",0
"494","Glengoyne","HIGH","WEST","p.gold",0
"495","Glen Grant","HIGH","SPEY","p.gold",0
"496","Glen Keith","HIGH","SPEY","p.gold",0
"497","Glenkinchie","LOW","EAST","p.gold",0
"498","Glenlivet","HIGH","SPEY","p.gold",1
"499","Glenlochy","HIGH","WEST","p.gold",0
"500","Glenlossie","HIGH","SPEY","p.gold",0
"501","Glen Mhor","HIGH","SPEY","p.gold",0
"502","Glenmorangie","HIGH","NORTH","p.gold",1
"503","Glen Moray","HIGH","SPEY","p.gold",1
"504","Glen Ordie","HIGH","NORTH","p.gold",0
"505","Glenrothes","HIGH","SPEY","p.gold",0
"506","Glen Scotia","LOW","CAMPBEL","p.gold",0
"507","Glen Spey","HIGH","SPEY","p.gold",0
"508","Glentauchers","HIGH","SPEY","p.gold",0
"509","Glenturret","HIGH","MIDLAND","p.gold",0
"510","Glenugie","HIGH","EAST","p.gold",0
"511","Glenury Royal","HIGH","EAST","p.gold",0
"512","Highland Park","HIGH","ORKNEY","p.gold",0
"513","Imperial","HIGH","SPEY","p.gold",0
"514","Inchgower","HIGH","SPEY","p.gold",0
"515","Inchmurrin","HIGH","WEST","p.gold",0
"516","Inverleven","LOW","WEST","p.gold",0
"517","Jura","HIGH","JURA","p.gold",0
"518","Kinclaith","LOW","WEST","p.gold",0
"519","Knockando","HIGH","SPEY","p.gold",1
"520","Knockdhu","HIGH","SPEY","p.gold",0
"521","Ladyburn","LOW","WEST","p.gold",0
"522","Lagavulin","ISLAY","SOUTH","p.gold",0
"523","Laphroaig","ISLAY","SOUTH","p.gold",0
"524","Linkwood","HIGH","SPEY","p.gold",0
"525","Littlemill","LOW","NORTHWEST","p.gold",0
"526","Lochnagar","HIGH","EAST","p.gold",0
"527","Lochside","HIGH","EAST","p.gold",0
"528","Longmorn","HIGH","SPEY","p.gold",0
"529","Macallan","HIGH","SPEY","p.gold",0
"530","Millburn","HIGH","SPEY","p.gold",0
"531","Miltonduff","HIGH","SPEY","p.gold",1
"532","Mortlach","HIGH","SPEY","p.gold",0
"533","North Port","HIGH","EAST","p.gold",0
"534","Oban","HIGH","WEST","p.gold",0
"535","Port Ellen","ISLAY","SOUTH","p.gold",0
"536","Pulteney","HIGH","NORTH","p.gold",0
"537","Rosebank","LOW","CENTRAL","p.gold",0
"538","Saint Magdalene","LOW","CENTRAL","p.gold",0
"539","Scapa","HIGH","ORKNEY","p.gold",0
"540","Singleton","HIGH","SPEY","p.gold",0
"541","Speyburn","HIGH","SPEY","p.gold",0
"542","Springbank","LOW","CAMPBEL","p.gold",0
"543","Springbank-Longrow","LOW","CAMPBEL","p.gold",0
"544","Strathisla","HIGH","SPEY","p.gold",0
