"","NAME","REGION","DISTRICT","review.point","score"
"3829","Glenlochy","HIGH","WEST","full.1",0
"3830","Glenlossie","HIGH","SPEY","full.1",0
"3831","Glen Mhor","HIGH","SPEY","full.1",0
"3832","Glenmorangie","HIGH","NORTH","full.1",0
"3833","Glen Moray","HIGH","SPEY","full.1",0
"3834","Glen Ordie","HIGH","NORTH","full.1",1
"3835","Glenrothes","HIGH","SPEY","full.1",1
"3836","Glen Scotia","LOW","CAMPBEL","full.1",0
"3837","Glen Spey","HIGH","SPEY","full.1",0
"3838","Glentauchers","HIGH","SPEY","full.1",0
"3839","Glenturret","HIGH","MIDLAND","full.1",0
"3840","Glenugie","HIGH","EAST","full.1",0
"3841","Glenury Royal","HIGH","EAST","full.1",0
"3842","Highland Park","HIGH","ORKNEY","full.1",0
"3843","Imperial","HIGH","SPEY","full.1",1
"3844","Inchgower","HIGH","SPEY","full.1",0
"3845","Inchmurrin","HIGH","WEST","full.1",0
"3846","Inverleven","LOW","WEST","full.1",0
"3847","Jura","HIGH","JURA","full.1",0
"3848","Kinclaith","LOW","WEST","full.1",0
"3849","Knockando","HIGH","SPEY","full.1",0
"3850","Knockdhu","HIGH","SPEY","full.1",0
"3851","Ladyburn","LOW","WEST","full.1",0
"3852","Lagavulin","ISLAY","SOUTH","full.1",0
"3853","Laphroaig","ISLAY","SOUTH","full.1",0
"3854","Linkwood","HIGH","SPEY","full.1",0
"3855","Littlemill","LOW","NORTHWEST","full.1",0
"3856","Lochnagar","HIGH","EAST","full.1",0
"3857","Lochside","HIGH","EAST","full.1",0
"3858","Longmorn","HIGH","SPEY","full.1",0
"3859","Macallan","HIGH","SPEY","full.1",0
"3860","Millburn","HIGH","SPEY","full.1",0
"3861","Miltonduff","HIGH","SPEY","full.1",0
"3862","Mortlach","HIGH","SPEY","full.1",1
"3863","North Port","HIGH","EAST","full.1",1
"3864","Oban","HIGH","WEST","full.1",0
"3865","Port Ellen","ISLAY","SOUTH","full.1",0
"3866","Pulteney","HIGH","NORTH","full.1",0
"3867","Rosebank","LOW","CENTRAL","full.1",0
"3868","Saint Magdalene","LOW","CENTRAL","full.1",0
"3869","Scapa","HIGH","ORKNEY","full.1",0
"3870","Singleton","HIGH","SPEY","full.1",0
"3871","Speyburn","HIGH","SPEY","full.1",0
"3872","Springbank","LOW","CAMPBEL","full.1",0
"3873","Springbank-Longrow","LOW","CAMPBEL","full.1",0
"3874","Strathisla","HIGH","SPEY","full.1",0
"3875","Talisker","HIGH","SKYE","full.1",0
"3876","Tamdhu","HIGH","SPEY","full.1",0
"3877","Tamnavulin","HIGH","SPEY","full.1",0
"3878","Teaninich","HIGH","NORTH","full.1",1
"3879","Tobermory","HIGH","MULL","full.1",0
"3880","Tomatin","HIGH","SPEY","full.1",0
"3881","Tomintoul","HIGH","SPEY","full.1",0
"3882","Tormore","HIGH","SPEY","full.1",1
"3883","Tullibardine","HIGH","MIDLAND","full.1",1
"3884","","","","full.1",NA
"3885","","","","full.1",17
"3886","Aberfeldy","HIGH","MIDLAND","dry",0
"3887","Aberlour","HIGH","SPEY","dry",0
"3888","Ardberg","ISLAY","SOUTH","dry",0
"3889","Ardmore","HIGH","SPEY","dry",0
"3890","Auchentoshan","LOW","WEST","dry",0
"3891","Aultmore","HIGH","SPEY","dry",0
"3892","Balblair","HIGH","NORTH","dry",0
"3893","Balmenach","HIGH","SPEY","dry",1
"3894","Balvenie","HIGH","SPEY","dry",1
"3895","Banff","HIGH","SPEY","dry",0
"3896","Ben Nevis","HIGH","WEST","dry",0
"3897","Benriach","HIGH","SPEY","dry",1
"3898","Benrinnes","HIGH","SPEY","dry",1
"3899","Benromach","HIGH","SPEY","dry",0
"3900","Bladnoch","LOW","BORDERS","dry",0
"3901","Blair Athol","HIGH","MIDLAND","dry",1
"3902","Bowmore","ISLAY","LOCH","dry",0
"3903","Brackla","HIGH","SPEY","dry",0
"3904","Bruichladdich","ISLAY","LOCH","dry",1
"3905","Bunnahabhain","ISLAY","NORTH","dry",0
"3906","Caol Ila","ISLAY","NORTH","dry",0
"3907","Caperdonich","HIGH","SPEY","dry",0
"3908","Cardhu","HIGH","SPEY","dry",0
"3909","Clynelish","HIGH","NORTH","dry",0
"3910","Coleburn","HIGH","SPEY","dry",1
"3911","Convalmore","HIGH","SPEY","dry",1
"3912","Cragganmore","HIGH","SPEY","dry",0
"3913","Craigellachie","HIGH","SPEY","dry",0
"3914","Dailuaine","HIGH","SPEY","dry",0
"3915","Dallas Dhu","HIGH","SPEY","dry",0
"3916","Dalmore","HIGH","NORTH","dry",1
"3917","Dalwhinnie","HIGH","SPEY","dry",0
"3918","Deanston","HIGH","MIDLAND","dry",0
"3919","Dufftown","HIGH","SPEY","dry",1
"3920","Edradour","HIGH","MIDLAND","dry",0
"3921","Fettercairn","HIGH","EAST","dry",1
"3922","Glen  Albyn","HIGH","SPEY","dry",0
"3923","Glenallachie","HIGH","SPEY","dry",0
"3924","Glenburgie","HIGH","SPEY","dry",0
"3925","Glencadam","HIGH","EAST","dry",0
"3926","Glen Deveron","HIGH","SPEY","dry",0
"3927","Glendronach","HIGH","SPEY","dry",1
"3928","Glendullan","HIGH","SPEY","dry",1
"3929","Glen Elgin","HIGH","SPEY","dry",0
"3930","Glenesk","HIGH","EAST","dry",1
"3931","Glenfarclas","HIGH","SPEY","dry",1
"3932","Glenfiddich","HIGH","SPEY","dry",1
"3933","Glen Garioch","HIGH","EAST","dry",0
"3934","Glenglassaugh","HIGH","SPEY","dry",0
"3935","Glengoyne","HIGH","WEST","dry",0
"3936","Glen Grant","HIGH","SPEY","dry",1
"3937","Glen Keith","HIGH","SPEY","dry",1
"3938","Glenkinchie","LOW","EAST","dry",0
"3939","Glenlivet","HIGH","SPEY","dry",1
"3940","Glenlochy","HIGH","WEST","dry",1
"3941","Glenlossie","HIGH","SPEY","dry",1
"3942","Glen Mhor","HIGH","SPEY","dry",1
"3943","Glenmorangie","HIGH","NORTH","dry",0
"3944","Glen Moray","HIGH","SPEY","dry",0
"3945","Glen Ordie","HIGH","NORTH","dry",1
"3946","Glenrothes","HIGH","SPEY","dry",1
"3947","Glen Scotia","LOW","CAMPBEL","dry",0
"3948","Glen Spey","HIGH","SPEY","dry",0
"3949","Glentauchers","HIGH","SPEY","dry",1
"3950","Glenturret","HIGH","MIDLAND","dry",0
"3951","Glenugie","HIGH","EAST","dry",0
"3952","Glenury Royal","HIGH","EAST","dry",1
"3953","Highland Park","HIGH","ORKNEY","dry",1
"3954","Imperial","HIGH","SPEY","dry",0
"3955","Inchgower","HIGH","SPEY","dry",0
"3956","Inchmurrin","HIGH","WEST","dry",1
"3957","Inverleven","LOW","WEST","dry",0
"3958","Jura","HIGH","JURA","dry",1
"3959","Kinclaith","LOW","WEST","dry",0
"3960","Knockando","HIGH","SPEY","dry",0
"3961","Knockdhu","HIGH","SPEY","dry",0
"3962","Ladyburn","LOW","WEST","dry",1
"3963","Lagavulin","ISLAY","SOUTH","dry",1
"3964","Laphroaig","ISLAY","SOUTH","dry",0
"3965","Linkwood","HIGH","SPEY","dry",1
"3966","Littlemill","LOW","NORTHWEST","dry",0
"3967","Lochnagar","HIGH","EAST","dry",0
"3968","Lochside","HIGH","EAST","dry",1
"3969","Longmorn","HIGH","SPEY","dry",0
"3970","Macallan","HIGH","SPEY","dry",0
"3971","Millburn","HIGH","SPEY","dry",0
"3972","Miltonduff","HIGH","SPEY","dry",0
"3973","Mortlach","HIGH","SPEY","dry",0
"3974","North Port","HIGH","EAST","dry",1
"3975","Oban","HIGH","WEST","dry",1
"3976","Port Ellen","ISLAY","SOUTH","dry",1
"3977","Pulteney","HIGH","NORTH","dry",0
"3978","Rosebank","LOW","CENTRAL","dry",1
"3979","Saint Magdalene","LOW","CENTRAL","dry",0
"3980","Scapa","HIGH","ORKNEY","dry",0
"3981","Singleton","HIGH","SPEY","dry",0
"3982","Speyburn","HIGH","SPEY","dry",1
"3983","Springbank","LOW","CAMPBEL","dry",0
"3984","Springbank-Longrow","LOW","CAMPBEL","dry",1
"3985","Strathisla","HIGH","SPEY","dry",1
"3986","Talisker","HIGH","SKYE","dry",0
"3987","Tamdhu","HIGH","SPEY","dry",0
"3988","Tamnavulin","HIGH","SPEY","dry",0
"3989","Teaninich","HIGH","NORTH","dry",1
"3990","Tobermory","HIGH","MULL","dry",1
"3991","Tomatin","HIGH","SPEY","dry",1
"3992","Tomintoul","HIGH","SPEY","dry",0
"3993","Tormore","HIGH","SPEY","dry",0
"3994","Tullibardine","HIGH","MIDLAND","dry",0
"3995","","","","dry",NA
"3996","","","","dry",43
"3997","Aberfeldy","HIGH","MIDLAND","sherry.1",1
"3998","Aberlour","HIGH","SPEY","sherry.1",1
"3999","Ardberg","ISLAY","SOUTH","sherry.1",0
"4000","Ardmore","HIGH","SPEY","sherry.1",0
"4001","Auchentoshan","LOW","WEST","sherry.1",0
"4002","Aultmore","HIGH","SPEY","sherry.1",0
"4003","Balblair","HIGH","NORTH","sherry.1",0
"4004","Balmenach","HIGH","SPEY","sherry.1",0
"4005","Balvenie","HIGH","SPEY","sherry.1",0
"4006","Banff","HIGH","SPEY","sherry.1",0
"4007","Ben Nevis","HIGH","WEST","sherry.1",0
"4008","Benriach","HIGH","SPEY","sherry.1",0
"4009","Benrinnes","HIGH","SPEY","sherry.1",0
"4010","Benromach","HIGH","SPEY","sherry.1",0
"4011","Bladnoch","LOW","BORDERS","sherry.1",0
"4012","Blair Athol","HIGH","MIDLAND","sherry.1",0
"4013","Bowmore","ISLAY","LOCH","sherry.1",0
"4014","Brackla","HIGH","SPEY","sherry.1",0
"4015","Bruichladdich","ISLAY","LOCH","sherry.1",0
"4016","Bunnahabhain","ISLAY","NORTH","sherry.1",0
"4017","Caol Ila","ISLAY","NORTH","sherry.1",0
"4018","Caperdonich","HIGH","SPEY","sherry.1",0
"4019","Cardhu","HIGH","SPEY","sherry.1",0
"4020","Clynelish","HIGH","NORTH","sherry.1",0
"4021","Coleburn","HIGH","SPEY","sherry.1",0
"4022","Convalmore","HIGH","SPEY","sherry.1",0
"4023","Cragganmore","HIGH","SPEY","sherry.1",0
"4024","Craigellachie","HIGH","SPEY","sherry.1",0
"4025","Dailuaine","HIGH","SPEY","sherry.1",0
"4026","Dallas Dhu","HIGH","SPEY","sherry.1",0
"4027","Dalmore","HIGH","NORTH","sherry.1",0
"4028","Dalwhinnie","HIGH","SPEY","sherry.1",0
"4029","Deanston","HIGH","MIDLAND","sherry.1",0
"4030","Dufftown","HIGH","SPEY","sherry.1",0
"4031","Edradour","HIGH","MIDLAND","sherry.1",0
"4032","Fettercairn","HIGH","EAST","sherry.1",0
"4033","Glen  Albyn","HIGH","SPEY","sherry.1",0
"4034","Glenallachie","HIGH","SPEY","sherry.1",0
"4035","Glenburgie","HIGH","SPEY","sherry.1",1
"4036","Glencadam","HIGH","EAST","sherry.1",0
"4037","Glen Deveron","HIGH","SPEY","sherry.1",0
"4038","Glendronach","HIGH","SPEY","sherry.1",0
"4039","Glendullan","HIGH","SPEY","sherry.1",0
"4040","Glen Elgin","HIGH","SPEY","sherry.1",0
"4041","Glenesk","HIGH","EAST","sherry.1",0
"4042","Glenfarclas","HIGH","SPEY","sherry.1",0
"4043","Glenfiddich","HIGH","SPEY","sherry.1",0
"4044","Glen Garioch","HIGH","EAST","sherry.1",0
"4045","Glenglassaugh","HIGH","SPEY","sherry.1",0
"4046","Glengoyne","HIGH","WEST","sherry.1",0
"4047","Glen Grant","HIGH","SPEY","sherry.1",0
"4048","Glen Keith","HIGH","SPEY","sherry.1",1
"4049","Glenkinchie","LOW","EAST","sherry.1",0
"4050","Glenlivet","HIGH","SPEY","sherry.1",0
"4051","Glenlochy","HIGH","WEST","sherry.1",0
"4052","Glenlossie","HIGH","SPEY","sherry.1",0
"4053","Glen Mhor","HIGH","SPEY","sherry.1",0
"4054","Glenmorangie","HIGH","NORTH","sherry.1",0
"4055","Glen Moray","HIGH","SPEY","sherry.1",0
"4056","Glen Ordie","HIGH","NORTH","sherry.1",0
"4057","Glenrothes","HIGH","SPEY","sherry.1",0
"4058","Glen Scotia","LOW","CAMPBEL","sherry.1",0
"4059","Glen Spey","HIGH","SPEY","sherry.1",0
"4060","Glentauchers","HIGH","SPEY","sherry.1",0
"4061","Glenturret","HIGH","MIDLAND","sherry.1",0
"4062","Glenugie","HIGH","EAST","sherry.1",1
"4063","Glenury Royal","HIGH","EAST","sherry.1",0
"4064","Highland Park","HIGH","ORKNEY","sherry.1",0
"4065","Imperial","HIGH","SPEY","sherry.1",0
"4066","Inchgower","HIGH","SPEY","sherry.1",0
"4067","Inchmurrin","HIGH","WEST","sherry.1",0
"4068","Inverleven","LOW","WEST","sherry.1",0
"4069","Jura","HIGH","JURA","sherry.1",0
"4070","Kinclaith","LOW","WEST","sherry.1",0
"4071","Knockando","HIGH","SPEY","sherry.1",0
"4072","Knockdhu","HIGH","SPEY","sherry.1",0
"4073","Ladyburn","LOW","WEST","sherry.1",0
"4074","Lagavulin","ISLAY","SOUTH","sherry.1",0
"4075","Laphroaig","ISLAY","SOUTH","sherry.1",0
"4076","Linkwood","HIGH","SPEY","sherry.1",0
"4077","Littlemill","LOW","NORTHWEST","sherry.1",0
"4078","Lochnagar","HIGH","EAST","sherry.1",0
"4079","Lochside","HIGH","EAST","sherry.1",1
"4080","Longmorn","HIGH","SPEY","sherry.1",0
"4081","Macallan","HIGH","SPEY","sherry.1",1
"4082","Millburn","HIGH","SPEY","sherry.1",1
"4083","Miltonduff","HIGH","SPEY","sherry.1",0
"4084","Mortlach","HIGH","SPEY","sherry.1",0
"4085","North Port","HIGH","EAST","sherry.1",0
"4086","Oban","HIGH","WEST","sherry.1",0
"4087","Port Ellen","ISLAY","SOUTH","sherry.1",0
"4088","Pulteney","HIGH","NORTH","sherry.1",0
"4089","Rosebank","LOW","CENTRAL","sherry.1",0
"4090","Saint Magdalene","LOW","CENTRAL","sherry.1",0
"4091","Scapa","HIGH","ORKNEY","sherry.1",0
"4092","Singleton","HIGH","SPEY","sherry.1",1
"4093","Speyburn","HIGH","SPEY","sherry.1",0
"4094","Springbank","LOW","CAMPBEL","sherry.1",0
"4095","Springbank-Longrow","LOW","CAMPBEL","sherry.1",0
"4096","Strathisla","HIGH","SPEY","sherry.1",1
"4097","Talisker","HIGH","SKYE","sherry.1",0
"4098","Tamdhu","HIGH","SPEY","sherry.1",0
"4099","Tamnavulin","HIGH","SPEY","sherry.1",0
"4100","Teaninich","HIGH","NORTH","sherry.1",0
"4101","Tobermory","HIGH","MULL","sherry.1",0
"4102","Tomatin","HIGH","SPEY","sherry.1",0
"4103","Tomintoul","HIGH","SPEY","sherry.1",0
"4104","Tormore","HIGH","SPEY","sherry.1",0
"4105","Tullibardine","HIGH","MIDLAND","sherry.1",0
"4106","","","","sherry.1",NA
"4107","","","","sherry.1",10
"4108","Aberfeldy","HIGH","MIDLAND","big",0
"4109","Aberlour","HIGH","SPEY","big",0
"4110","Ardberg","ISLAY","SOUTH","big",0
"4111","Ardmore","HIGH","SPEY","big",1
"4112","Auchentoshan","LOW","WEST","big",0
"4113","Aultmore","HIGH","SPEY","big",0
"4114","Balblair","HIGH","NORTH","big",0
"4115","Balmenach","HIGH","SPEY","big",0
"4116","Balvenie","HIGH","SPEY","big",0
"4117","Banff","HIGH","SPEY","big",0
"4118","Ben Nevis","HIGH","WEST","big",0
"4119","Benriach","HIGH","SPEY","big",0
"4120","Benrinnes","HIGH","SPEY","big",0
"4121","Benromach","HIGH","SPEY","big",0
"4122","Bladnoch","LOW","BORDERS","big",0
"4123","Blair Athol","HIGH","MIDLAND","big",0
"4124","Bowmore","ISLAY","LOCH","big",0
"4125","Brackla","HIGH","SPEY","big",0
"4126","Bruichladdich","ISLAY","LOCH","big",0
"4127","Bunnahabhain","ISLAY","NORTH","big",0
"4128","Caol Ila","ISLAY","NORTH","big",0
"4129","Caperdonich","HIGH","SPEY","big",0
"4130","Cardhu","HIGH","SPEY","big",0
"4131","Clynelish","HIGH","NORTH","big",0
"4132","Coleburn","HIGH","SPEY","big",0
"4133","Convalmore","HIGH","SPEY","big",0
"4134","Cragganmore","HIGH","SPEY","big",0
"4135","Craigellachie","HIGH","SPEY","big",0
"4136","Dailuaine","HIGH","SPEY","big",0
"4137","Dallas Dhu","HIGH","SPEY","big",0
"4138","Dalmore","HIGH","NORTH","big",1
"4139","Dalwhinnie","HIGH","SPEY","big",0
"4140","Deanston","HIGH","MIDLAND","big",0
"4141","Dufftown","HIGH","SPEY","big",0
"4142","Edradour","HIGH","MIDLAND","big",0
"4143","Fettercairn","HIGH","EAST","big",0
"4144","Glen  Albyn","HIGH","SPEY","big",0
"4145","Glenallachie","HIGH","SPEY","big",0
"4146","Glenburgie","HIGH","SPEY","big",0
"4147","Glencadam","HIGH","EAST","big",0
"4148","Glen Deveron","HIGH","SPEY","big",0
"4149","Glendronach","HIGH","SPEY","big",0
"4150","Glendullan","HIGH","SPEY","big",1
"4151","Glen Elgin","HIGH","SPEY","big",0
"4152","Glenesk","HIGH","EAST","big",0
"4153","Glenfarclas","HIGH","SPEY","big",0
"4154","Glenfiddich","HIGH","SPEY","big",0
"4155","Glen Garioch","HIGH","EAST","big",0
"4156","Glenglassaugh","HIGH","SPEY","big",0
"4157","Glengoyne","HIGH","WEST","big",0
"4158","Glen Grant","HIGH","SPEY","big",0
"4159","Glen Keith","HIGH","SPEY","big",0
"4160","Glenkinchie","LOW","EAST","big",0
"4161","Glenlivet","HIGH","SPEY","big",0
"4162","Glenlochy","HIGH","WEST","big",0
"4163","Glenlossie","HIGH","SPEY","big",0
"4164","Glen Mhor","HIGH","SPEY","big",0
"4165","Glenmorangie","HIGH","NORTH","big",0
"4166","Glen Moray","HIGH","SPEY","big",0
"4167","Glen Ordie","HIGH","NORTH","big",0
"4168","Glenrothes","HIGH","SPEY","big",0
"4169","Glen Scotia","LOW","CAMPBEL","big",0
"4170","Glen Spey","HIGH","SPEY","big",0
"4171","Glentauchers","HIGH","SPEY","big",1
"4172","Glenturret","HIGH","MIDLAND","big",1
"4173","Glenugie","HIGH","EAST","big",1
"4174","Glenury Royal","HIGH","EAST","big",0
"4175","Highland Park","HIGH","ORKNEY","big",0
"4176","Imperial","HIGH","SPEY","big",0
"4177","Inchgower","HIGH","SPEY","big",0
"4178","Inchmurrin","HIGH","WEST","big",0
"4179","Inverleven","LOW","WEST","big",0
"4180","Jura","HIGH","JURA","big",0
"4181","Kinclaith","LOW","WEST","big",0
"4182","Knockando","HIGH","SPEY","big",0
"4183","Knockdhu","HIGH","SPEY","big",0
"4184","Ladyburn","LOW","WEST","big",0
"4185","Lagavulin","ISLAY","SOUTH","big",0
"4186","Laphroaig","ISLAY","SOUTH","big",0
"4187","Linkwood","HIGH","SPEY","big",0
"4188","Littlemill","LOW","NORTHWEST","big",0
"4189","Lochnagar","HIGH","EAST","big",0
"4190","Lochside","HIGH","EAST","big",0
"4191","Longmorn","HIGH","SPEY","big",0
"4192","Macallan","HIGH","SPEY","big",0
"4193","Millburn","HIGH","SPEY","big",0
"4194","Miltonduff","HIGH","SPEY","big",0
"4195","Mortlach","HIGH","SPEY","big",0
"4196","North Port","HIGH","EAST","big",0
"4197","Oban","HIGH","WEST","big",0
"4198","Port Ellen","ISLAY","SOUTH","big",0
"4199","Pulteney","HIGH","NORTH","big",0
"4200","Rosebank","LOW","CENTRAL","big",0
"4201","Saint Magdalene","LOW","CENTRAL","big",0
"4202","Scapa","HIGH","ORKNEY","big",0
"4203","Singleton","HIGH","SPEY","big",0
"4204","Speyburn","HIGH","SPEY","big",0
"4205","Springbank","LOW","CAMPBEL","big",0
"4206","Springbank-Longrow","LOW","CAMPBEL","big",0
"4207","Strathisla","HIGH","SPEY","big",0
"4208","Talisker","HIGH","SKYE","big",1
"4209","Tamdhu","HIGH","SPEY","big",0
"4210","Tamnavulin","HIGH","SPEY","big",0
"4211","Teaninich","HIGH","NORTH","big",0
"4212","Tobermory","HIGH","MULL","big",0
"4213","Tomatin","HIGH","SPEY","big",0
"4214","Tomintoul","HIGH","SPEY","big",0
"4215","Tormore","HIGH","SPEY","big",0
"4216","Tullibardine","HIGH","MIDLAND","big",0
"4217","","","","big",NA
"4218","","","","big",7
"4219","Aberfeldy","HIGH","MIDLAND","light.1",0
"4220","Aberlour","HIGH","SPEY","light.1",0
"4221","Ardberg","ISLAY","SOUTH","light.1",0
"4222","Ardmore","HIGH","SPEY","light.1",0
"4223","Auchentoshan","LOW","WEST","light.1",1
"4224","Aultmore","HIGH","SPEY","light.1",1
"4225","Balblair","HIGH","NORTH","light.1",0
"4226","Balmenach","HIGH","SPEY","light.1",0
"4227","Balvenie","HIGH","SPEY","light.1",0
"4228","Banff","HIGH","SPEY","light.1",0
"4229","Ben Nevis","HIGH","WEST","light.1",0
"4230","Benriach","HIGH","SPEY","light.1",0
"4231","Benrinnes","HIGH","SPEY","light.1",0
"4232","Benromach","HIGH","SPEY","light.1",1
"4233","Bladnoch","LOW","BORDERS","light.1",0
"4234","Blair Athol","HIGH","MIDLAND","light.1",1
"4235","Bowmore","ISLAY","LOCH","light.1",0
"4236","Brackla","HIGH","SPEY","light.1",0
"4237","Bruichladdich","ISLAY","LOCH","light.1",0
"4238","Bunnahabhain","ISLAY","NORTH","light.1",0
"4239","Caol Ila","ISLAY","NORTH","light.1",0
"4240","Caperdonich","HIGH","SPEY","light.1",0
"4241","Cardhu","HIGH","SPEY","light.1",1
"4242","Clynelish","HIGH","NORTH","light.1",0
"4243","Coleburn","HIGH","SPEY","light.1",0
"4244","Convalmore","HIGH","SPEY","light.1",0
"4245","Cragganmore","HIGH","SPEY","light.1",0
"4246","Craigellachie","HIGH","SPEY","light.1",0
"4247","Dailuaine","HIGH","SPEY","light.1",0
"4248","Dallas Dhu","HIGH","SPEY","light.1",0
"4249","Dalmore","HIGH","NORTH","light.1",0
"4250","Dalwhinnie","HIGH","SPEY","light.1",0
"4251","Deanston","HIGH","MIDLAND","light.1",0
"4252","Dufftown","HIGH","SPEY","light.1",0
"4253","Edradour","HIGH","MIDLAND","light.1",0
"4254","Fettercairn","HIGH","EAST","light.1",0
"4255","Glen  Albyn","HIGH","SPEY","light.1",1
"4256","Glenallachie","HIGH","SPEY","light.1",0
"4257","Glenburgie","HIGH","SPEY","light.1",0
"4258","Glencadam","HIGH","EAST","light.1",0
"4259","Glen Deveron","HIGH","SPEY","light.1",0
"4260","Glendronach","HIGH","SPEY","light.1",0
"4261","Glendullan","HIGH","SPEY","light.1",0
"4262","Glen Elgin","HIGH","SPEY","light.1",0
"4263","Glenesk","HIGH","EAST","light.1",0
"4264","Glenfarclas","HIGH","SPEY","light.1",0
"4265","Glenfiddich","HIGH","SPEY","light.1",0
"4266","Glen Garioch","HIGH","EAST","light.1",0
"4267","Glenglassaugh","HIGH","SPEY","light.1",0
"4268","Glengoyne","HIGH","WEST","light.1",0
"4269","Glen Grant","HIGH","SPEY","light.1",1
"4270","Glen Keith","HIGH","SPEY","light.1",0
"4271","Glenkinchie","LOW","EAST","light.1",0
"4272","Glenlivet","HIGH","SPEY","light.1",0
"4273","Glenlochy","HIGH","WEST","light.1",1
"4274","Glenlossie","HIGH","SPEY","light.1",0
"4275","Glen Mhor","HIGH","SPEY","light.1",0
"4276","Glenmorangie","HIGH","NORTH","light.1",0
"4277","Glen Moray","HIGH","SPEY","light.1",0
"4278","Glen Ordie","HIGH","NORTH","light.1",0
"4279","Glenrothes","HIGH","SPEY","light.1",0
"4280","Glen Scotia","LOW","CAMPBEL","light.1",0
"4281","Glen Spey","HIGH","SPEY","light.1",0
"4282","Glentauchers","HIGH","SPEY","light.1",1
"4283","Glenturret","HIGH","MIDLAND","light.1",0
"4284","Glenugie","HIGH","EAST","light.1",0
"4285","Glenury Royal","HIGH","EAST","light.1",0
"4286","Highland Park","HIGH","ORKNEY","light.1",0
"4287","Imperial","HIGH","SPEY","light.1",0
"4288","Inchgower","HIGH","SPEY","light.1",0
"4289","Inchmurrin","HIGH","WEST","light.1",0
"4290","Inverleven","LOW","WEST","light.1",0
"4291","Jura","HIGH","JURA","light.1",0
"4292","Kinclaith","LOW","WEST","light.1",1
"4293","Knockando","HIGH","SPEY","light.1",0
"4294","Knockdhu","HIGH","SPEY","light.1",0
"4295","Ladyburn","LOW","WEST","light.1",1
"4296","Lagavulin","ISLAY","SOUTH","light.1",0
"4297","Laphroaig","ISLAY","SOUTH","light.1",0
"4298","Linkwood","HIGH","SPEY","light.1",1
"4299","Littlemill","LOW","NORTHWEST","light.1",0
"4300","Lochnagar","HIGH","EAST","light.1",1
"4301","Lochside","HIGH","EAST","light.1",0
"4302","Longmorn","HIGH","SPEY","light.1",0
"4303","Macallan","HIGH","SPEY","light.1",0
"4304","Millburn","HIGH","SPEY","light.1",0
"4305","Miltonduff","HIGH","SPEY","light.1",0
"4306","Mortlach","HIGH","SPEY","light.1",0
"4307","North Port","HIGH","EAST","light.1",0
"4308","Oban","HIGH","WEST","light.1",0
"4309","Port Ellen","ISLAY","SOUTH","light.1",0
"4310","Pulteney","HIGH","NORTH","light.1",0
"4311","Rosebank","LOW","CENTRAL","light.1",0
"4312","Saint Magdalene","LOW","CENTRAL","light.1",0
"4313","Scapa","HIGH","ORKNEY","light.1",0
"4314","Singleton","HIGH","SPEY","light.1",0
"4315","Speyburn","HIGH","SPEY","light.1",0
"4316","Springbank","LOW","CAMPBEL","light.1",1
"4317","Springbank-Longrow","LOW","CAMPBEL","light.1",0
"4318","Strathisla","HIGH","SPEY","light.1",0
"4319","Talisker","HIGH","SKYE","light.1",0
"4320","Tamdhu","HIGH","SPEY","light.1",0
"4321","Tamnavulin","HIGH","SPEY","light.1",0
"4322","Teaninich","HIGH","NORTH","light.1",0
"4323","Tobermory","HIGH","MULL","light.1",0
"4324","Tomatin","HIGH","SPEY","light.1",0
"4325","Tomintoul","HIGH","SPEY","light.1",0
"4326","Tormore","HIGH","SPEY","light.1",0
"4327","Tullibardine","HIGH","MIDLAND","light.1",0
"4328","","","","light.1",NA
"4329","","","","light.1",14
"4330","Aberfeldy","HIGH","MIDLAND","smooth.1",0
"4331","Aberlour","HIGH","SPEY","smooth.1",0
"4332","Ardberg","ISLAY","SOUTH","smooth.1",0
"4333","Ardmore","HIGH","SPEY","smooth.1",0
"4334","Auchentoshan","LOW","WEST","smooth.1",0
"4335","Aultmore","HIGH","SPEY","smooth.1",0
"4336","Balblair","HIGH","NORTH","smooth.1",0
"4337","Balmenach","HIGH","SPEY","smooth.1",0
"4338","Balvenie","HIGH","SPEY","smooth.1",0
"4339","Banff","HIGH","SPEY","smooth.1",0
"4340","Ben Nevis","HIGH","WEST","smooth.1",0
"4341","Benriach","HIGH","SPEY","smooth.1",0
"4342","Benrinnes","HIGH","SPEY","smooth.1",0
"4343","Benromach","HIGH","SPEY","smooth.1",1
"4344","Bladnoch","LOW","BORDERS","smooth.1",0
"4345","Blair Athol","HIGH","MIDLAND","smooth.1",0
"4346","Bowmore","ISLAY","LOCH","smooth.1",0
"4347","Brackla","HIGH","SPEY","smooth.1",1
"4348","Bruichladdich","ISLAY","LOCH","smooth.1",0
"4349","Bunnahabhain","ISLAY","NORTH","smooth.1",0
"4350","Caol Ila","ISLAY","NORTH","smooth.1",0
"4351","Caperdonich","HIGH","SPEY","smooth.1",0
"4352","Cardhu","HIGH","SPEY","smooth.1",0
"4353","Clynelish","HIGH","NORTH","smooth.1",0
"4354","Coleburn","HIGH","SPEY","smooth.1",0
"4355","Convalmore","HIGH","SPEY","smooth.1",1
"4356","Cragganmore","HIGH","SPEY","smooth.1",0
"4357","Craigellachie","HIGH","SPEY","smooth.1",0
"4358","Dailuaine","HIGH","SPEY","smooth.1",0
